City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Cabo San Lucas,MX,22.8909,-109.9124,88.9,42,40,8.05,scattered clouds
464,Tabuk,PH,17.4189,121.4443,87.15,68,50,6.44,scattered clouds
465,Agirish,RU,61.9247,63.0231,68.18,40,33,7.07,scattered clouds
466,Kruisfontein,ZA,-34.0033,24.7314,50.88,39,100,9.01,overcast clouds
467,Binzhou,CN,37.3667,118.0167,94.8,34,14,3.22,few clouds
468,Adrar,MR,20.5022,-10.0711,88.09,17,0,4.27,clear sky
469,Buraydah,SA,26.326,43.975,84.65,19,0,4.63,clear sky
470,Vostok,RU,46.4856,135.8833,75.16,38,58,2.89,broken clouds
471,Sembakung,ID,3.8167,117.25,89.28,58,84,0.98,broken clouds
472,Meaford,CA,44.6001,-80.583,80.92,79,18,15.77,few clouds
473,Catabola,AO,-12.15,17.2833,50.29,41,49,4.25,scattered clouds
474,Buala,SB,-8.145,159.5921,83.84,73,67,9.57,light rain
475,Rio Tercero,AR,-32.173,-64.1141,44.8,51,22,6.76,few clouds
476,Najran,SA,17.4924,44.1277,77.65,20,80,2.04,broken clouds
477,Nome,US,64.5011,-165.4064,64.17,65,0,4.61,clear sky
478,Ayaviri,PE,-14.8864,-70.5889,37.02,37,0,4.52,clear sky
479,Atherton,GB,53.5237,-2.4935,65.43,61,100,1.99,overcast clouds
480,Lypova Dolyna,UA,50.5643,33.7979,60.26,71,100,2.75,overcast clouds
481,Bousso,TD,10.4795,16.7117,75.85,77,100,4.52,overcast clouds
482,Autun,FR,46.95,4.3,60.01,72,60,2.55,broken clouds
483,Toccoa,US,34.5773,-83.3324,78.39,90,100,0.0,overcast clouds
484,Beaumont,US,30.0861,-94.1019,80.64,74,0,4.61,clear sky
485,Dalvik,IS,65.9702,-18.5286,49.93,69,100,0.98,overcast clouds
486,Verkhniy Mamon,RU,50.1635,40.3832,57.56,83,14,4.03,few clouds
487,Lazarev,RU,52.225,141.5131,44.98,93,96,5.32,overcast clouds
488,Kokkola,FI,63.8385,23.1307,50.94,87,0,9.22,clear sky
489,Santa Cruz,BO,-17.8,-63.1667,71.06,78,0,12.66,clear sky
490,Matadi,CD,-5.8167,13.45,66.83,98,68,3.11,broken clouds
491,Ada,US,43.4166,-116.1262,77.61,38,0,16.11,clear sky
492,Zonguldak,TR,41.25,31.8333,54.3,89,100,2.39,overcast clouds
493,Sidney,AU,-33.8679,151.2073,67.32,56,40,13.8,scattered clouds
494,Sechenovo,RU,55.2244,45.8906,57.27,82,3,5.17,clear sky
495,Inirida,CO,3.8653,-67.9239,71.1,98,65,0.13,broken clouds
496,San Quintin,MX,30.4833,-115.95,63.97,79,1,5.14,clear sky
497,Okhotsk,RU,59.3833,143.3,52.27,77,100,8.86,overcast clouds
498,Urumqi,CN,43.801,87.6005,70.75,56,0,4.47,clear sky
499,Maarianhamina,AX,60.0973,19.9348,48.06,93,0,0.0,clear sky
500,Taoudenni,ML,22.6783,-3.9836,95.59,24,94,11.97,overcast clouds
501,Makaleng,BW,-20.9,27.2833,45.16,93,0,7.18,clear sky
502,Leo,BF,11.1,-2.1,73.08,87,87,6.62,overcast clouds
503,Lampa,CL,-33.2833,-70.9,48.63,81,20,4.61,few clouds
504,Sal Rei,CV,16.1833,-22.9167,73.11,82,48,16.55,scattered clouds
505,Guacimo,CR,10.2104,-83.6807,73.63,99,100,2.26,overcast clouds
506,Les Abymes,GP,16.271,-61.5045,78.39,83,0,5.75,clear sky
507,Orlik,RU,52.5178,99.825,65.26,60,100,5.46,light rain
508,Susangerd,IR,31.5608,48.1831,88.34,17,0,11.23,clear sky
509,Kingman,US,35.1894,-114.053,98.08,6,0,19.57,clear sky
510,Lagoa,PT,39.05,-27.9833,65.3,89,0,7.96,clear sky
511,Bafoulabe,ML,13.8065,-10.8321,85.89,55,75,10.96,broken clouds
512,Boulder City,US,35.9786,-114.8325,104.65,4,0,20.71,clear sky
513,Mlonggo,ID,-6.5333,110.7,83.61,70,100,1.43,light rain
514,Sao Borja,BR,-28.6606,-56.0044,63.95,98,100,5.32,overcast clouds
515,Pietarsaari,FI,63.65,22.6833,50.13,78,96,7.0,overcast clouds
516,Vysokogornyy,RU,50.1167,139.15,69.35,69,81,2.19,broken clouds
517,Formosa,AR,-26.1775,-58.1781,73.38,78,75,3.44,broken clouds
518,Balatonszarszo,HU,46.8295,17.8243,61.86,82,24,3.74,few clouds
519,Villacarrillo,ES,38.1156,-3.0848,71.19,32,24,1.77,few clouds
520,Stornoway,GB,58.2093,-6.3865,54.93,97,75,18.41,moderate rain
521,Srostki,RU,52.4189,85.7022,62.65,75,91,8.1,overcast clouds
522,Kuryk,KZ,43.2,51.65,81.36,36,12,7.47,few clouds
523,Jasper,US,37.2001,-94.3502,83.23,76,0,5.75,clear sky
524,Shadegan,IR,30.6497,48.6647,78.75,17,0,14.79,clear sky
525,Naftalan,AZ,40.5067,46.825,69.22,61,5,1.5,clear sky
526,Mikumi,TZ,-7.4041,36.9831,63.61,95,5,2.93,clear sky
527,Hit,IQ,33.6416,42.8251,86.13,22,0,9.69,clear sky
528,Inuvik,CA,68.3499,-133.7218,72.36,26,75,3.44,broken clouds
529,Jorhat,IN,26.75,94.2167,72.73,98,100,2.48,light rain
530,Gejiu,CN,23.306,103.1635,62.56,87,99,5.21,overcast clouds
531,Laguna,US,38.421,-121.4238,78.78,37,0,20.71,clear sky
532,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,16,12.66,fog
533,Pasighat,IN,28.0667,95.3333,72.16,99,100,3.18,light rain
534,Kazanskoye,RU,55.6448,69.235,66.56,64,11,7.76,few clouds
535,Sola,VU,-13.8833,167.55,81.28,77,54,18.07,broken clouds
536,Klyuchevskiy,RU,53.5317,119.4519,75.33,33,65,2.73,broken clouds
537,Creel,MX,27.75,-107.6333,63.07,66,98,4.81,overcast clouds
538,Bhaderwah,IN,32.9784,75.7186,71.94,56,99,1.25,overcast clouds
539,Phuket,TH,8.0,98.25,86.09,84,40,1.14,scattered clouds
540,Turukhansk,RU,65.8167,87.9833,69.01,59,91,4.61,overcast clouds
541,Aginskoye,RU,51.1,114.53,78.49,34,60,6.98,broken clouds
542,Praxedis Guerrero,MX,31.3667,-106.0167,87.26,24,59,13.89,broken clouds
543,La Tijera,MX,19.9,-104.4,62.76,82,94,1.97,overcast clouds
544,Sabinov,SK,49.1031,21.0988,57.9,95,21,1.99,few clouds
545,Kerema,PG,-7.9631,145.7785,84.27,72,45,9.53,scattered clouds
546,Ugoofaaru,MV,5.6667,73.0,83.28,74,98,10.47,overcast clouds
547,Wajid,SO,3.8093,43.2471,69.67,85,88,12.57,overcast clouds
548,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,72,0,8.05,clear sky
549,Banda Aceh,ID,5.5577,95.3222,83.79,70,64,3.83,broken clouds
550,Nova Vicosa,BR,-17.8919,-39.3719,69.33,77,0,5.21,clear sky
551,Naukot,PK,24.8587,69.4024,89.15,58,1,21.21,clear sky
552,Muyezerskiy,RU,63.9333,31.65,45.09,97,100,8.72,overcast clouds
553,Yining,CN,29.0361,114.5636,83.26,56,100,2.84,overcast clouds
554,Karasuk,RU,53.7377,78.0403,63.34,71,100,12.53,overcast clouds
555,Faya,SA,18.3851,42.4509,63.12,28,1,4.65,clear sky
556,Cozumel,MX,20.5083,-86.9458,80.67,84,40,6.91,scattered clouds
557,Lyngseidet,NO,69.5763,20.2189,45.01,86,25,3.62,scattered clouds
558,Strelka,RU,58.0728,93.0344,58.33,95,100,7.67,light rain
559,Tagusao,PH,9.1924,117.8141,87.37,61,10,3.78,clear sky
560,Namibe,AO,-15.1961,12.1522,63.3,73,5,1.34,clear sky
561,Ternate,ID,0.8,127.4,84.27,68,62,3.29,broken clouds
562,Bethanien,NA,-26.502,17.1583,53.8,32,0,7.72,clear sky
563,Tottori,JP,35.5,134.2333,80.67,54,20,6.91,few clouds
564,San Andres,CO,12.5847,-81.7006,77.02,94,75,2.3,broken clouds
565,Izhma,RU,65.0083,53.9113,63.99,62,100,5.55,overcast clouds
566,Boras,SE,57.721,12.9401,51.55,99,17,3.44,few clouds
567,Nelson Bay,AU,-32.7167,152.15,66.99,63,1,3.0,clear sky
568,Nagothana,IN,18.5333,73.1333,83.44,74,96,5.19,overcast clouds
569,Santa Isabel,BR,-23.3156,-46.2214,54.7,83,0,2.08,clear sky
570,Panalingaan,PH,8.7842,117.4231,88.2,60,19,3.33,few clouds
571,Mao,ES,39.8885,4.2658,70.36,94,0,4.61,clear sky
572,Stephenville,US,32.2207,-98.2023,89.6,38,1,5.99,clear sky
573,Lysyye Gory,RU,51.5506,44.8414,57.24,86,4,5.14,clear sky
574,Lanzhou,CN,36.0564,103.7922,82.0,34,67,1.61,broken clouds
575,Klintsy,RU,52.7602,32.2393,55.96,85,100,3.24,overcast clouds
576,Luena,AO,-11.7833,19.9167,51.28,58,13,3.96,few clouds
577,Santa Rosa,PH,14.3122,121.1114,92.08,67,96,4.21,overcast clouds
578,Odweyne,SO,9.4092,45.064,72.55,51,88,14.7,overcast clouds
579,Tsuruoka,JP,38.7217,139.8217,71.64,78,75,16.11,broken clouds
580,State College,US,40.7934,-77.86,74.8,95,75,1.01,broken clouds
581,Bitlis,TR,38.5,42.25,59.14,56,0,2.62,clear sky
582,Cabedelo,BR,-6.9811,-34.8339,74.07,91,17,10.02,few clouds
583,Tateyama,JP,34.9833,139.8667,76.1,86,100,17.16,heavy intensity rain
584,Kupang,ID,-10.1667,123.5833,86.45,56,42,14.9,scattered clouds
585,Malakal,SS,9.5334,31.6605,76.78,72,100,5.44,light rain
586,Mushie,CD,-3.0167,16.9,70.56,89,85,1.81,light rain
587,Sevenoaks,GB,51.27,0.1928,64.53,29,99,4.14,overcast clouds
588,Perbaungan,ID,3.5679,98.956,77.11,66,80,2.93,light rain
589,Roma,US,43.2128,-75.4557,73.72,89,75,3.44,broken clouds
590,Hovd,MN,48.0056,91.6419,70.95,22,100,4.27,overcast clouds
591,Kamina,CD,-8.7386,24.9906,57.45,47,66,3.8,broken clouds
592,Warwick,US,41.7001,-71.4162,66.67,80,100,11.5,overcast clouds
593,Shumikha,RU,55.2261,63.2961,67.24,75,21,5.77,few clouds
594,Udala,ES,43.0778,-2.5125,70.68,90,98,3.44,overcast clouds
595,Lubango,AO,-14.9172,13.4925,55.53,15,44,0.78,scattered clouds
596,Kargat,RU,55.1956,80.2811,55.62,97,100,12.26,light rain
597,Port Hardy,CA,50.6996,-127.4199,55.58,76,75,3.44,light intensity shower rain
598,Mecca,SA,21.4267,39.8261,84.49,30,37,1.3,scattered clouds
599,Cranbrook,CA,49.4999,-115.7688,69.64,52,75,4.61,broken clouds
600,Vilhena,BR,-12.7406,-60.1458,67.41,96,53,3.02,broken clouds
601,Maunabo,PR,18.0072,-65.8993,80.42,85,100,8.66,overcast clouds
602,Galveston,US,29.3669,-94.9669,85.96,80,0,10.36,clear sky
603,Chumikan,RU,54.7183,135.315,45.27,80,69,8.81,broken clouds
604,Woodward,US,36.4337,-99.3904,85.23,53,0,6.91,clear sky
605,Acari,PE,-15.4311,-74.6158,62.13,76,56,4.12,broken clouds
606,Zeya,RU,53.75,127.2667,77.47,34,5,4.41,clear sky
607,Belmonte,BR,-15.8631,-38.8828,69.39,78,40,6.26,scattered clouds
608,Mnogovershinnyy,RU,53.9353,139.9242,59.41,63,100,4.72,overcast clouds
609,Kaohsiung,TW,22.6163,120.3133,87.89,69,40,9.22,scattered clouds
610,Agadez,NE,19.75,10.25,84.24,27,96,4.09,overcast clouds
611,Grayvoron,RU,50.4767,35.6773,59.61,74,100,1.41,overcast clouds
612,Gushikawa,JP,26.3544,127.8686,81.99,85,75,13.8,light rain
613,Gainesville,US,29.6516,-82.3248,82.74,82,0,8.05,clear sky
614,Anadyr,RU,64.75,177.4833,61.3,51,0,15.66,clear sky
615,Dorgos,RO,46.05,21.8333,63.86,65,78,2.13,moderate rain
616,Awbari,LY,26.5921,12.7805,74.34,26,0,8.97,clear sky
617,Lomza,PL,53.1781,22.0593,49.86,96,99,6.02,overcast clouds
618,Moundou,TD,8.5667,16.0833,70.18,92,100,6.29,light rain
619,Ocos,GT,14.5094,-92.1933,78.98,85,100,6.33,overcast clouds
620,Carbonear,CA,47.7332,-53.2148,50.14,88,3,8.77,clear sky
621,Myanaung,MM,18.2833,95.3167,89.71,54,89,8.75,overcast clouds
622,Ayan,RU,56.45,138.1667,45.54,88,69,10.27,broken clouds
623,Marica,BR,-22.9194,-42.8186,66.11,89,2,7.58,clear sky
624,Newport,GB,51.5877,-2.9984,62.71,82,82,4.94,broken clouds
625,Ormara,PK,25.2088,64.6357,83.35,81,100,10.69,overcast clouds
626,Gravelbourg,CA,49.8834,-106.5512,68.27,62,46,8.28,scattered clouds
627,Tadine,NC,-21.55,167.8833,77.88,84,100,9.73,moderate rain
628,Tautira,PF,-17.7333,-149.15,78.85,72,45,15.73,scattered clouds
629,Gizo,SB,-8.103,156.8419,85.05,65,11,5.99,few clouds
630,Palompon,PH,11.0508,124.3843,86.94,64,25,3.38,scattered clouds
631,San Juan Cotzal,GT,15.4342,-91.0342,64.76,97,100,0.85,overcast clouds
632,Dehloran,IR,32.6941,47.2679,90.48,12,0,7.72,clear sky
633,Burgeo,CA,47.6167,-57.6152,54.73,81,6,5.82,clear sky
634,Brae,GB,60.3964,-1.353,54.12,94,100,13.85,light rain
635,Goodings Grove,US,41.6292,-87.9309,85.46,46,0,6.91,clear sky
636,Gravina In Puglia,IT,40.8197,16.4228,73.54,54,44,0.67,scattered clouds
637,Metro,ID,-5.1131,105.3067,77.95,85,100,3.27,overcast clouds
638,Mabai,CN,23.0128,104.4508,67.98,85,100,4.47,overcast clouds
639,At-Bashi,KG,41.1702,75.8106,57.63,56,95,2.42,overcast clouds
640,Kasongo-Lunda,CD,-6.4667,16.8167,65.75,60,42,0.74,scattered clouds
641,Benavente,ES,42.0025,-5.6783,62.92,76,75,8.86,broken clouds
642,Killybegs,IE,54.6333,-8.45,57.04,90,100,13.82,moderate rain
643,Paracuru,BR,-3.41,-39.0306,75.11,86,20,8.55,few clouds
644,Florianopolis,BR,-27.6146,-48.5012,62.69,95,75,11.5,broken clouds
645,Jinchang,CN,38.4953,102.1739,88.03,11,46,14.2,scattered clouds
646,Pangai,TO,-19.8,-174.35,82.51,74,40,16.11,scattered clouds
647,Manta,EC,-0.95,-80.7333,71.38,88,75,8.05,broken clouds
648,Sucua,EC,-2.4667,-78.1667,65.01,97,61,3.62,broken clouds
649,Monopoli,IT,40.9559,17.2896,71.73,55,42,3.15,scattered clouds
650,Hattiesburg,US,31.3271,-89.2903,82.69,93,0,0.0,clear sky
651,Port-Gentil,GA,-0.7193,8.7815,75.02,78,100,9.26,overcast clouds
652,Salcininkai,LT,54.3,25.3833,53.83,96,100,4.85,overcast clouds
653,Mount Gambier,AU,-37.8333,140.7667,53.51,94,100,8.05,overcast clouds
654,Freeport,US,40.6576,-73.5832,70.47,79,100,18.41,overcast clouds
655,Rorvik,NO,64.8621,11.2373,50.99,95,100,7.92,overcast clouds
656,Bilecik,TR,40.0,30.1667,57.85,81,100,1.48,overcast clouds
657,Borogontsy,RU,62.6683,131.1683,67.62,58,99,3.33,overcast clouds
658,Wad Rawah,SD,15.1603,33.1397,87.96,16,33,8.39,scattered clouds
659,Lalgudi,IN,10.8667,78.8333,80.92,89,40,9.22,mist
660,Hudson Bay,CA,52.85,-102.3842,57.34,83,69,3.85,broken clouds
661,Honningsvag,NO,70.9821,25.9704,38.95,87,100,8.05,overcast clouds
662,Christchurch,NZ,-43.5333,172.6333,50.92,75,75,4.61,broken clouds
663,Filingue,NE,14.3521,3.3168,82.49,56,67,4.79,broken clouds
664,Olafsvik,IS,64.8945,-23.7142,49.3,78,100,11.56,overcast clouds
665,Namur,BE,50.4669,4.8675,62.73,67,100,5.37,overcast clouds
666,Colares,PT,38.7992,-9.4469,66.33,75,100,10.0,overcast clouds
667,Broome,US,42.2506,-75.833,71.85,92,0,8.05,mist
668,Serenje,ZM,-13.2325,30.2352,51.42,67,0,4.85,clear sky
669,Iberia,US,29.9502,-91.7507,78.8,83,40,1.97,scattered clouds
670,Vidim,RU,56.4088,103.1106,62.01,94,100,4.72,light rain
671,Jensen Beach,US,27.2545,-80.2298,84.02,85,1,8.25,clear sky
672,Gabu,GW,12.2833,-14.2167,76.46,87,99,6.69,overcast clouds
673,Maradi,NE,13.5,7.1017,79.36,65,83,16.28,broken clouds
674,Manguito,CU,22.5881,-80.9144,75.54,92,95,5.08,overcast clouds
675,Namtsy,RU,62.7161,129.6658,68.67,52,12,3.87,few clouds
676,Muravlenko,RU,63.7898,74.523,60.39,55,1,20.31,clear sky
677,Husavik,IS,66.0449,-17.3389,52.0,67,100,8.08,overcast clouds
678,Manggar,ID,-2.8833,108.2667,82.13,73,100,6.91,moderate rain
679,Samarai,PG,-10.6167,150.6667,81.91,77,54,8.55,broken clouds
680,Ngama,TD,11.7833,17.1667,79.68,65,46,12.19,scattered clouds
681,San Lazaro,BZ,18.0387,-88.6622,73.58,95,100,4.52,overcast clouds
682,Ardahan,TR,41.1087,42.7022,50.02,95,29,1.21,scattered clouds
683,Tiznit,MA,29.5833,-9.5,69.15,54,0,1.28,clear sky
684,Kafue,ZM,-15.7691,28.1814,56.03,53,0,6.06,clear sky
685,Biu,NG,10.6129,12.1946,70.14,85,100,6.85,overcast clouds
686,Batticaloa,LK,7.7102,81.6924,80.65,77,100,4.97,overcast clouds
687,Vershino-Darasunskiy,RU,52.35,115.5167,77.05,29,55,2.86,broken clouds
688,Ondjiva,AO,-17.0667,15.7333,53.17,51,15,8.57,few clouds
689,Chapais,CA,49.7834,-74.8492,67.78,80,14,11.88,few clouds
690,Kathu,TH,7.9178,98.3332,85.69,99,100,2.62,overcast clouds
691,Madimba,TZ,-10.4,40.3333,69.84,91,1,6.11,light rain
692,Simbahan,PH,6.3032,120.5836,82.6,73,77,4.52,broken clouds
693,Juneau,US,58.3019,-134.4197,77.0,96,0,9.22,clear sky
694,Puerto Narino,CO,-3.7703,-70.3831,71.82,99,92,0.56,overcast clouds
695,Tutoia,BR,-2.7619,-42.2744,77.04,84,96,5.91,overcast clouds
696,Honiara,SB,-9.4333,159.95,86.9,63,10,8.63,clear sky
